ResponseID,Funnel,Citizen,PrefSchool,Q1a,Q1b,Q2a,Q2b,Q2c,Q3,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,SchoolRated,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q17_26,Q17_27,Q17_28,Q17_29,Q17_30,Q20,Q22,Q25A,Q25B,Q26a,Q26b,FunnelPerformance,CONSIDERATION,FAVORITE,Female,Age,Work_exp
R_9NXSb5056mXdDpj,1,14,Cornell University,1,600,1,1,5,Cornell University,Boston University,University of Nevada,Johnson and Wales,3,2,0,0,1,0,0,4,0,0,2,2,3,1,4,0,2,2,4,5,4,3,4,4,5,4,2,3,5,1,5,2,3,3,4,1,4,4,4,5,5,5,,,,,,5,,,4,4,4,,5,,3,3,1,5,5,5,5,5,4,5,5,4,4,5,4,4,5,5,5,4,5,4,5,5,5,5,5,5,5,2,5,4,4,2,,,,,,3,1.00,0.00,1,30,2
R_9po8aP2t0PV1lhH,1,14,Stanford,2,,1,1,1,Stanford,Stanford,,,3,4,3,3,3,2,4,4,3,3,4,2,3,3,3,3,3,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,1,4,1,1,3,3,3,3,2,2,4,4,4,4,4,5,5,3,3,2,1,3,1,4,4,3,4,4,4,5,3,4,4,2,3,2,2,4,3,3,3,3,4,3,3,4,3,3,2,1,1,,1,,3,1.00,0.00,1,32,1
R_9po8aP2t0PV1lhH,1,14,Stanford,2,,1,1,1,Stanford,Stanford,,,3,4,3,3,3,2,4,4,3,3,4,2,3,3,3,3,3,4,4,4,4,4,4,5,4,5,5,4,4,4,4,4,5,4,4,4,4,4,4,4,5,1,4,1,1,3,3,3,3,2,2,4,4,4,4,4,5,5,4,2,3,2,3,2,3,2,1,2,2,3,2,2,1,3,3,3,2,2,1,2,2,2,2,2,3,4,3,4,2,2,1,1,,1,,3,1.00,0.00,1,32,1
R_9SwzELDHaU3DWXr,1,14,Harvard Business School,1,550,1,1,6,Haverd Business School,Chicago,Boston,Lse,5,3,0,2,2,0,0,4,2,0,4,2,3,3,4,0,4,4,5,5,4,5,4,3,3,5,4,4,4,3,5,2,4,2,2,2,4,5,4,4,5,5,,3,3,,,4,3,,4,4,3,4,4,,5,5,2,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,2,2,,,,2,2,1.00,0.00,1,31,3
R_9SwzELDHaU3DWXr,1,14,Harvard Business School,1,550,1,1,6,Haverd Business School,Chicago,Boston,Lse,5,3,0,2,2,0,0,4,2,0,4,2,3,3,4,0,4,4,5,5,4,5,4,3,3,5,4,4,4,3,5,2,4,2,2,2,4,5,4,4,5,5,,3,3,,,4,3,,4,4,3,4,4,,5,5,4,4,4,4,4,4,5,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,3,3,3,4,2,2,,,,2,2,1.00,0.00,1,31,3
R_9ueU0uas9qUqTrL,1,14,harvard business school,1,600,1,1,6,Havard business school,Köln business school,Manheim business school,münchen business school,2,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,,,5,,,,,,5,,,5,,,5,,1,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3,,,,,,2,1.00,0.00,1,30,1
R_9ueU0uas9qUqTrL,1,14,harvard business school,1,600,1,1,6,Havard business school,Köln business school,Manheim business school,münchen business school,2,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,2,0,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,,,5,,,,,,5,,,5,,,5,,6,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,2,1.00,0.00,1,30,1
R_9vGeGSuEuBBWnTT,1,14,HEC,1,500,1,1,6,HEC,INSEAD,LONDON BUSINESS SCHOOL,GRENOBLE GRADUATE SCHOOL OF BUSINESS,4,4,4,4,4,0,0,4,5,0,4,0,4,1,1,0,0,2,2,5,4,4,3,2,1,4,3,4,4,1,4,2,2,2,3,2,3,4,4,2,5,4,5,5,4,,,5,5,,4,,4,,,,,3,2,3,4,4,4,3,4,4,3,4,4,4,4,4,3,5,4,4,4,4,4,4,4,5,4,5,5,4,5,4,5,3,2,,,2,,5,1.00,1.00,1,35,3
R_9vGeGSuEuBBWnTT,1,14,HEC,1,500,1,1,6,HEC,INSEAD,LONDON BUSINESS SCHOOL,GRENOBLE GRADUATE SCHOOL OF BUSINESS,4,4,4,4,4,0,0,4,5,0,4,0,4,1,1,0,0,2,2,5,4,4,3,2,1,4,3,4,4,1,4,2,2,2,3,2,3,4,4,2,5,4,5,5,4,,,5,5,,4,,4,,,,,3,4,4,5,5,4,4,5,3,4,4,4,4,5,4,3,4,3,4,4,4,5,4,4,5,5,4,5,4,5,4,4,3,2,,,2,,4,1.00,1.00,1,35,3
R_9X0KZbZSwMchVFX,3,14,Chicago – Booth School of Business,1,500,1,3,,University of Texas at Dallas,University of Texas at Dallas,,,1,4,3,1,4,4,3,1,4,3,4,4,3,5,1,4,4,4,3,3,2,4,4,2,5,4,4,2,4,4,4,2,2,2,3,4,5,4,3,3,,4,4,,4,4,4,,4,4,3,5,3,4,,4,4,4,2,3,2,3,2,2,5,4,3,3,2,3,3,4,3,3,2,1,3,4,3,4,3,4,1,2,4,3,1,3,4,1,,,,,,4,1.00,1.00,0,32,2
R_9X0KZbZSwMchVFX,3,14,Chicago – Booth School of Business,1,500,1,3,,University of Texas at Dallas,University of Texas at Dallas,,,1,4,3,1,4,4,3,1,4,3,4,4,3,5,1,4,4,4,3,3,2,4,4,2,5,4,4,2,4,4,4,2,2,2,3,4,5,4,3,3,,4,4,,4,4,4,,4,4,3,5,3,4,,4,4,4,3,2,4,2,4,5,4,3,5,2,4,4,5,3,5,5,4,5,3,1,2,1,4,2,5,3,3,3,3,4,4,1,,,,,,3,1.00,0.00,0,32,2
R_9ZG4OnzkSVSoAfj,1,14,Harvard Business School,1,700,1,1,5,Harvard Business School,Warton,Sloan,,5,1,3,1,2,2,0,3,0,0,3,0,1,0,0,0,1,0,2,3,4,4,3,4,5,4,5,4,4,1,5,1,3,3,1,1,3,4,4,4,5,,4,,4,4,,4,,,4,,,,,,,,8,3,5,4,3,5,5,3,4,4,5,4,4,5,3,5,5,3,4,4,3,5,3,5,4,5,5,2,3,2,5,1,,,,,,3,1.00,0.00,0,33,3
R_9ZG4OnzkSVSoAfj,1,14,Harvard Business School,1,700,1,1,5,Harvard Business School,Warton,Sloan,,5,1,3,1,2,2,0,3,0,0,3,0,1,0,0,0,1,0,2,3,4,4,3,4,5,4,5,4,4,1,5,1,3,3,1,1,3,4,4,4,5,,4,,4,4,,4,,,4,,,,,,,,5,3,5,4,3,4,5,3,3,4,4,4,4,4,3,4,5,3,4,4,3,4,3,5,3,4,4,2,3,2,4,1,,,,,,2,1.00,0.00,0,33,3
R_9zqtIqjHuo4TFpb,2,14,Columbia and Wharton,1,700,1,2,4,Harvard,Columbia,Wharton,Stern,4,4,4,1,4,3,0,1,1,1,1,1,4,4,1,0,2,1,5,5,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,4,5,5,5,5,5,5,5,,5,5,,,,,,,5,5,,,4,,8,3,5,5,5,5,4,3,3,5,5,4,5,4,3,5,5,5,5,4,4,5,3,4,5,5,5,3,5,3,5,1,,,,,,4,1.00,1.00,1,35,4
R_9zqtIqjHuo4TFpb,2,14,Columbia and Wharton,1,700,1,2,4,Harvard,Columbia,Wharton,Stern,4,4,4,1,4,3,0,1,1,1,1,1,4,4,1,0,2,1,5,5,5,5,5,5,5,4,3,5,5,3,5,3,5,5,3,4,5,5,5,5,5,5,5,,5,5,,,,,,,5,5,,,4,,5,3,5,4,5,5,4,3,3,5,5,4,4,3,3,5,4,3,4,4,4,4,5,4,4,4,5,3,5,3,3,1,,,,,,3,1.00,0.00,1,35,4
R_9ztC1w3uFudrIcR,2,14,oregon,1,-1,1,2,2,Wharton School,Harvard Business School,Standford University,Sloan,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,4,4,4,4,3,4,4,4,4,4,4,5,5,2,3,2,4,3,4,3,3,5,,,,,,,,,,,,,,,,,,,7,3,5,5,5,4,4,4,4,5,5,5,3,5,3,4,3,4,5,4,4,4,3,5,5,5,5,3,3,3,4,3,,,,,,1,0.00,0.00,1,32,1
R_9ztC1w3uFudrIcR,2,14,oregon,1,-1,1,2,2,Wharton School,Harvard Business School,Standford University,Sloan,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,4,4,4,4,3,4,4,4,4,4,4,5,5,2,3,2,4,3,4,3,3,5,,,,,,,,,,,,,,,,,,,8,3,5,5,5,5,5,4,5,5,5,5,3,5,3,5,3,4,5,4,5,5,3,5,5,5,5,3,3,3,4,3,,,,,,1,0.00,0.00,1,32,1
R_a2Jq0cDHVkiaBvv,1,14,HEC,1,650,1,1,6,Kellogg School of Management of Northwestern University,Wharton School of University of Pennsylvania,École des hautes études commerciales de Paris (HEC Paris),EBS Business School,4,0,4,4,3,4,0,3,5,0,3,3,3,3,3,0,3,3,1,4,4,3,3,2,1,4,5,4,4,1,4,1,3,3,1,1,1,2,4,4,5,,5,5,4,5,,4,5,,4,4,4,3,3,,4,4,2,3,5,5,5,5,4,4,5,4,4,5,2,5,5,5,5,3,3,5,4,5,5,5,4,5,5,5,5,5,5,3,1,2,,3,,5,1.00,1.00,1,33,2
R_a2Jq0cDHVkiaBvv,1,14,HEC,1,650,1,1,6,Kellogg School of Management of Northwestern University,Wharton School of University of Pennsylvania,École des hautes études commerciales de Paris (HEC Paris),EBS Business School,4,0,4,4,3,4,0,3,5,0,3,3,3,3,3,0,3,3,1,4,4,3,3,2,1,4,5,4,4,1,4,1,3,3,1,1,1,2,4,4,5,,5,5,4,5,,4,5,,4,4,4,3,3,,4,4,4,3,4,5,4,4,4,4,5,4,4,5,2,5,5,5,4,3,3,3,4,4,5,5,4,5,5,5,5,5,5,3,1,2,,3,,4,1.00,1.00,1,33,2
R_a2w48jLfQWMZ13L,1,14,haven't consider,1,550,1,1,2,haverd,haverd,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,1,4,2,4,4,4,4,,,,,,,,,,,,,,,,,,,3,4,4,4,4,4,2,4,3,1,2,2,4,3,5,3,2,3,3,4,1,4,5,4,5,3,3,4,3,4,2,1,,,,,,1,0.00,0.00,1,30,2
R_a2w48jLfQWMZ13L,1,14,haven't consider,1,550,1,1,2,haverd,haverd,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,2,4,4,2,1,4,2,4,4,4,4,,,,,,,,,,,,,,,,,,,5,4,4,4,4,4,2,1,5,3,4,4,2,1,3,2,3,1,3,2,3,3,3,5,3,5,3,4,2,4,4,1,,,,,,1,0.00,0.00,1,30,2
R_a3IZdtEwcLa3S3b,2,14,Harvard Business School,1,700,1,2,2,University of Melbourne,University of Sydney,Macquarie University,The University of New South Wales,5,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,4,4,4,4,4,4,4,3,5,3,1,5,1,1,2,1,3,3,5,5,5,5,3,,,4,,,4,,,,,,,4,,,,1,4,5,5,3,3,5,4,3,4,5,3,3,5,3,4,5,3,3,3,5,5,3,3,4,5,4,4,4,3,5,3,,,,,,5,1.00,1.00,1,30,1
R_a3IZdtEwcLa3S3b,2,14,Harvard Business School,1,700,1,2,2,University of Melbourne,University of Sydney,Macquarie University,The University of New South Wales,5,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,4,4,4,4,4,4,4,3,5,3,1,5,1,1,2,1,3,3,5,5,5,5,3,,,4,,,4,,,,,,,4,,,,7,4,5,5,3,3,5,4,3,4,4,4,3,5,3,4,4,3,3,4,4,5,3,3,4,5,4,4,4,3,3,3,,,,,,2,1.00,0.00,1,30,1
R_a8VFqCJe3MXY2rz,1,14,Stanford,1,650,1,1,2,Stanford,"Ivey School of Business, University of Western Ontario",University of British Columbia,University of Hong Kong,4,1,2,0,4,0,0,5,2,2,1,2,2,4,4,2,1,1,4,5,3,4,4,2,1,4,1,5,4,1,5,1,1,1,1,1,1,2,1,1,5,,3,,4,,,5,3,3,,4,5,5,5,3,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,2,1.00,0.00,0,34,4
R_a8VFqCJe3MXY2rz,1,14,Stanford,1,650,1,1,2,Stanford,"Ivey School of Business, University of Western Ontario",University of British Columbia,University of Hong Kong,4,1,2,0,4,0,0,5,2,2,1,2,2,4,4,2,1,1,4,5,3,4,4,2,1,4,1,5,4,1,5,1,1,1,1,1,1,2,1,1,5,,3,,4,,,5,3,3,,4,5,5,5,3,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,,,,,,2,1.00,0.00,0,34,4
R_a9SvaBIhC4gPzZb,1,14,Harvard Business School,1,700,1,1,6,Harvard Business School,Wharton,Kellogg,Sloan,5,1,4,1,2,4,0,4,0,1,4,1,2,2,2,2,1,0,2,5,4,5,3,2,4,2,4,4,5,1,5,4,4,4,4,3,3,4,4,4,5,,5,,4,5,,5,,,5,,4,4,4,3,,,5,2,4,5,4,4,2,4,4,4,5,5,2,4,3,4,4,4,4,4,4,5,3,4,4,5,5,2,4,3,5,3,,,,,,4,1.00,1.00,1,30,2
R_a9SvaBIhC4gPzZb,1,14,Harvard Business School,1,700,1,1,6,Harvard Business School,Wharton,Kellogg,Sloan,5,1,4,1,2,4,0,4,0,1,4,1,2,2,2,2,1,0,2,5,4,5,3,2,4,2,4,4,5,1,5,4,4,4,4,3,3,4,4,4,5,,5,,4,5,,5,,,5,,4,4,4,3,,,8,2,5,5,5,5,2,4,2,5,5,5,2,4,3,5,5,4,4,5,5,5,3,5,5,5,5,2,5,3,5,3,,,,,,4,1.00,1.00,1,30,2
R_aaEXwx8kpxcVxf7,1,14,Dartmouth – Tuck School of Business,1,650,1,1,2,Wharton,Booth,Harvard,Kellogg,1,2,2,1,2,3,0,2,0,4,2,5,2,2,2,2,0,0,4,5,5,5,5,4,5,4,2,4,5,3,5,5,5,5,1,1,5,5,5,5,,5,5,,5,5,,5,,5,5,5,5,5,5,5,,,3,3,4,4,4,4,3,3,4,4,5,4,5,4,3,4,4,4,4,5,5,4,3,4,4,4,4,3,3,3,3,1,,,,,,4,1.00,1.00,0,38,5
R_aaEXwx8kpxcVxf7,1,14,Dartmouth – Tuck School of Business,1,650,1,1,2,Wharton,Booth,Harvard,Kellogg,1,2,2,1,2,3,0,2,0,4,2,5,2,2,2,2,0,0,4,5,5,5,5,4,5,4,2,4,5,3,5,5,5,5,1,1,5,5,5,5,,5,5,,5,5,,5,,5,5,5,5,5,5,5,,,7,3,5,5,5,4,4,3,4,4,4,4,4,4,3,4,4,4,5,4,5,5,3,5,4,4,5,3,3,3,3,1,,,,,,2,1.00,0.00,0,38,5
R_aeKwKEiuvV0BYk5,3,14,Loyola Marymount University,1,450,1,3,,Wharton,Harvard,Loyola Marymount University,Berkley,1,1,2,0,1,2,1,1,1,0,1,2,2,1,2,0,1,1,4,5,4,3,5,5,5,4,3,5,5,3,5,1,1,4,1,5,5,5,5,5,,,5,,,3,,,,,,5,4,,5,,,,5,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,1,,,,,,2,1.00,0.00,1,33,2
R_aeKwKEiuvV0BYk5,3,14,Loyola Marymount University,1,450,1,3,,Wharton,Harvard,Loyola Marymount University,Berkley,1,1,2,0,1,2,1,1,1,0,1,2,2,1,2,0,1,1,4,5,4,3,5,5,5,4,3,5,5,3,5,1,1,4,1,5,5,5,5,5,,,5,,,3,,,,,,5,4,,5,,,,8,3,3,3,3,3,3,3,3,3,3,1,1,1,3,1,3,3,3,3,3,1,1,1,1,1,3,3,3,3,3,1,,,,,,2,1.00,0.00,1,33,2
R_agEZPNM9rFceV81,1,14,NYU – Stern School of Business,1,650,1,1,2,Warton,Tuck,Darden,Kenan-Flagler,1,0,1,0,1,4,1,1,0,1,1,4,5,3,2,0,1,1,4,5,4,5,5,5,4,3,2,5,5,2,5,1,2,2,1,1,5,4,4,5,,,,,,5,,,,,,5,5,5,5,,,,5,3,4,4,4,4,4,3,3,4,3,5,4,4,3,3,4,4,4,4,5,5,3,4,5,5,5,3,4,3,4,1,,,,,,4,1.00,1.00,1,40,6
R_agEZPNM9rFceV81,1,14,NYU – Stern School of Business,1,650,1,1,2,Warton,Tuck,Darden,Kenan-Flagler,1,0,1,0,1,4,1,1,0,1,1,4,5,3,2,0,1,1,4,5,4,5,5,5,4,3,2,5,5,2,5,1,2,2,1,1,5,4,4,5,,,,,,5,,,,,,5,5,5,5,,,,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,,,,,,1,0.00,0.00,1,40,6
R_aV4hVWj7hinBdOJ,1,14,MIT – Sloan School of Management,1,650,1,1,6,Wharton,HKUST,MIT,Yale,4,3,4,0,1,0,0,3,0,0,5,1,2,1,3,0,3,3,4,3,5,4,4,2,4,4,4,4,4,2,3,2,4,2,4,3,4,4,2,4,5,5,5,,,,,5,,,5,,4,,3,,3,3,8,3,4,5,4,5,4,4,4,3,4,4,4,4,2,5,5,4,3,4,5,5,3,5,4,3,5,4,4,3,5,3,,,,,,4,1.00,1.00,0,34,3
R_aV4hVWj7hinBdOJ,1,14,MIT – Sloan School of Management,1,650,1,1,6,Wharton,HKUST,MIT,Yale,4,3,4,0,1,0,0,3,0,0,5,1,2,1,3,0,3,3,4,3,5,4,4,2,4,4,4,4,4,2,3,2,4,2,4,3,4,4,2,4,5,5,5,,,,,5,,,5,,4,,3,,3,3,7,2,5,5,4,4,4,4,3,3,4,5,3,3,1,5,5,4,4,4,5,5,3,5,3,4,5,4,4,3,5,3,,,,,,3,1.00,0.00,0,34,3
R_aXygpRP99K6RVjf,1,14,Booth,1,700,1,1,3,Harvard Business School,MIT,Warton,Chicago Booth,4,4,4,2,3,2,2,3,3,2,4,2,2,4,4,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,5,4,,5,5,4,4,4,4,5,5,5,5,5,8,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,,2,,2,4,1.00,1.00,1,29,1
R_aXygpRP99K6RVjf,1,14,Booth,1,700,1,1,3,Harvard Business School,MIT,Warton,Chicago Booth,4,4,4,2,3,2,2,3,3,2,4,2,2,4,4,2,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,4,5,5,5,5,5,5,4,5,4,,5,5,4,4,4,4,5,5,5,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,1,,2,,2,2,1.00,0.00,1,29,1
R_aYlFgozUfO17CKN,3,14,Singapore Management University - Lee Kong Chian School of Business,1,650,1,3,,Warton Business School,Singapore Management University,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,3,4,4,4,4,3,4,4,4,5,1,4,2,3,1,4,4,5,5,,,5,5,,,,,,,,,,,,,,,4,5,5,5,5,5,5,3,5,3,5,5,3,3,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,3,5,1,2,,,,2,2,1.00,0.00,0,39,6
R_aYlFgozUfO17CKN,3,14,Singapore Management University - Lee Kong Chian School of Business,1,650,1,3,,Warton Business School,Singapore Management University,,,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,3,4,4,4,4,3,4,4,4,5,1,4,2,3,1,4,4,5,5,,,5,5,,,,,,,,,,,,,,,8,5,5,5,5,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,1,2,,,,2,2,1.00,0.00,0,39,6
R_aYsfsMZV3pz7vUx,3,14,ESSEC,1,700,1,3,,HEC,HEC,ESSEC,ESCP,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,4,4,3,3,3,4,4,2,4,3,3,4,1,4,1,1,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,1,1,,2,,2,2,1.00,0.00,0,31,2
R_aYsfsMZV3pz7vUx,3,14,ESSEC,1,700,1,3,,HEC,HEC,ESSEC,ESCP,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,3,4,4,3,3,3,4,4,2,4,3,3,4,1,4,1,1,4,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,5,4,5,4,4,5,5,5,5,5,1,1,,2,,2,2,1.00,0.00,0,31,2
R_b1Lf8mARQRa8Spv,3,14,Pforzheim University,1,700,1,3,,HBS,Kellogg,Duke,Insead,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,4,4,4,4,3,2,3,4,2,4,3,2,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,,,5,3,4,5,4,4,4,4,4,5,4,4,2,4,3,5,4,4,5,4,5,5,4,5,4,4,5,3,4,3,4,3,,,,,,1,0.00,0.00,1,37,5
R_b1Lf8mARQRa8Spv,3,14,Pforzheim University,1,700,1,3,,HBS,Kellogg,Duke,Insead,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,4,4,4,4,3,2,3,4,2,4,3,2,4,2,2,4,4,4,4,,,,,,,,,,,,,,,,,,,6,3,4,4,4,4,5,3,4,4,4,4,2,3,3,4,4,3,4,4,4,4,4,4,3,4,3,3,3,3,3,3,,,,,,1,0.00,0.00,1,37,5
R_b3nBkd23s4FPCrH,3,14,NUS Business School: National University of Singapore,1,600,1,3,,Columbia business school,The Wharton School of the University of Pennsylvania,MIT Sloan School of Management,Stanford Graduate School of Business,1,1,2,1,2,2,0,2,1,1,2,0,2,2,2,1,1,1,4,4,5,4,4,4,4,3,5,5,5,3,5,1,5,5,1,5,4,5,4,4,,,5,,5,4,,5,,,5,,4,5,5,,,,7,2,5,4,4,4,5,5,3,4,4,5,4,4,4,5,4,5,5,5,5,5,4,5,5,5,5,4,5,4,3,1,,,,,,2,1.00,0.00,0,40,6
R_b3nBkd23s4FPCrH,3,14,NUS Business School: National University of Singapore,1,600,1,3,,Columbia business school,The Wharton School of the University of Pennsylvania,MIT Sloan School of Management,Stanford Graduate School of Business,1,1,2,1,2,2,0,2,1,1,2,0,2,2,2,1,1,1,4,4,5,4,4,4,4,3,5,5,5,3,5,1,5,5,1,5,4,5,4,4,,,5,,5,4,,5,,,5,,4,5,5,,,,8,2,5,5,4,3,3,5,3,4,4,5,4,4,4,5,4,5,4,5,5,5,4,5,5,5,5,4,5,4,3,1,,,,,,2,1.00,0.00,0,40,6
R_b45X2SPyp4AwyYR,1,14,Stanford,1,450,1,1,2,standford business school,Yale business school,,,0,0,4,0,3,0,0,5,0,0,0,0,2,0,4,0,0,4,4,4,4,4,4,4,5,5,4,4,5,2,5,1,5,4,1,4,4,4,4,5,,,5,,4,,,5,,,,,5,,4,,,4,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,,,,,,5,1.00,1.00,0,38,4
R_b45X2SPyp4AwyYR,1,14,Stanford,1,450,1,1,2,standford business school,Yale business school,,,0,0,4,0,3,0,0,5,0,0,0,0,2,0,4,0,0,4,4,4,4,4,4,4,5,5,4,4,5,2,5,1,5,4,1,4,4,4,4,5,,,5,,4,,,5,,,,,5,,4,,,4,8,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,,,,,,4,1.00,1.00,0,38,4
R_b4bal3wWkERPrWl,1,14,Marriott School of Business at Brigham Young University,2,,1,1,2,HBS,Haas,Stanford,Marriott School of Business,2,1,2,1,1,1,1,2,1,0,1,2,1,1,2,0,0,0,3,4,3,3,4,2,4,5,2,3,4,2,5,1,4,1,1,1,4,4,5,5,5,,4,,,,,5,,,,5,,,5,,,,1,2,4,4,3,4,4,4,3,4,4,4,2,3,3,5,5,3,3,3,3,5,3,4,2,5,5,4,4,3,3,1,,,,,,2,1.00,0.00,0,41,6
R_b4bal3wWkERPrWl,1,14,Marriott School of Business at Brigham Young University,2,,1,1,2,HBS,Haas,Stanford,Marriott School of Business,2,1,2,1,1,1,1,2,1,0,1,2,1,1,2,0,0,0,3,4,3,3,4,2,4,5,2,3,4,2,5,1,4,1,1,1,4,4,5,5,5,,4,,,,,5,,,,5,,,5,,,,7,2,4,4,5,4,4,4,3,4,4,4,2,3,3,5,5,3,4,3,3,5,4,4,2,4,5,4,4,3,4,1,,,,,,2,1.00,0.00,0,41,6
R_b90xEDEWZ39HP9P,1,14,said college,1,500,1,1,5,said college,case business,harvard university,priceton university,3,3,3,0,0,0,1,2,3,0,2,1,3,3,1,1,0,3,4,5,4,4,4,5,5,4,4,5,4,3,4,1,2,2,1,1,4,4,3,4,5,4,5,,,,,4,4,,4,,5,5,,,,5,2,4,4,3,3,4,5,4,4,4,4,4,3,4,4,3,3,4,3,4,4,3,4,4,4,4,4,4,4,4,3,3,,,,,,3,1.00,0.00,0,34,2
R_b90xEDEWZ39HP9P,1,14,said college,1,500,1,1,5,said college,case business,harvard university,priceton university,3,3,3,0,0,0,1,2,3,0,2,1,3,3,1,1,0,3,4,5,4,4,4,5,5,4,4,5,4,3,4,1,2,2,1,1,4,4,3,4,5,4,5,,,,,4,4,,4,,5,5,,,,5,8,5,5,5,5,5,4,5,4,5,4,5,5,4,4,4,5,5,4,4,4,4,5,4,4,4,4,5,5,4,4,3,,,,,,3,1.00,0.00,0,34,2
