ResponseID,Funnel,Citizen,PrefSchool,Q1a,Q1b,Q2a,Q2b,Q2c,Q3,Q4_1_TEXT,Q4_2_TEXT,Q4_3_TEXT,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q5_10,Q5_11,Q5_12,Q5_13,Q5_14,Q5_15,Q5_16,Q5_17,Q5_18,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q15_10,Q15_11,Q15_12,Q15_13,Q15_14,Q15_15,Q15_16,Q15_17,Q15_18,SchoolRated,Q17_1,Q17_2,Q17_3,Q17_4,Q17_5,Q17_6,Q17_7,Q17_8,Q17_9,Q17_10,Q17_11,Q17_12,Q17_13,Q17_14,Q17_15,Q17_16,Q17_17,Q17_18,Q17_19,Q17_20,Q17_21,Q17_22,Q17_23,Q17_24,Q17_25,Q17_26,Q17_27,Q17_28,Q17_29,Q17_30,Q20,Q22,Q25A,Q25B,Q26a,Q26b,FunnelPerformance,CONSIDERATION,FAVORITE,Female,Age,Work_exp
R_7TFkJgXWYZ5dtHv,2,30,Harvard Business School,1,350,1,2,2,Harvard,Stanford,London Business School,Chicago Booth,5,3,3,3,3,3,1,3,3,0,4,0,3,3,0,1,0,3,3,5,5,4,3,3,5,1,1,5,5,1,5,1,4,4,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,,5,,5,5,,,,5,4,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,3,,3,1.00,0.00,0,46,7
R_7TFkJgXWYZ5dtHv,2,30,Harvard Business School,1,350,1,2,2,Harvard,Stanford,London Business School,Chicago Booth,5,3,3,3,3,3,1,3,3,0,4,0,3,3,0,1,0,3,3,5,5,4,3,3,5,1,1,5,5,1,5,1,4,4,1,1,5,5,5,5,5,5,5,5,5,5,,5,5,,5,,5,5,,,,5,5,3,3,3,3,3,3,3,3,3,3,5,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,3,,3,1.00,0.00,0,46,7
R_80rXgFWX9wXLi4d,3,30,University of Alberta,1,650,1,3,,National University of Singapore,NTU,Insead,IE,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,5,4,4,5,4,4,4,1,3,4,1,4,1,1,4,1,1,4,4,3,4,,,,,,,,,,3,,,,4,,4,,,3,4,4,4,4,3,4,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,4,1,,,,,,2,1.00,0.00,0,34,4
R_80rXgFWX9wXLi4d,3,30,University of Alberta,1,650,1,3,,National University of Singapore,NTU,Insead,IE,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,2,5,4,4,5,4,4,4,1,3,4,1,4,1,1,4,1,1,4,4,3,4,,,,,,,,,,3,,,,4,,4,,,5,4,4,4,4,3,4,3,3,4,3,3,3,3,3,4,4,4,4,4,4,4,3,4,3,3,4,3,3,3,4,1,,,,,,1,0.00,0.00,0,34,4
R_80zoDNMnzdKbT13,1,30,Wharton,1,700,1,1,6,University of Pennsylvania (Wharton),Harvard Business School,London Business School,Indian School of Business,4,1,5,1,2,2,0,4,0,0,1,0,2,3,0,2,2,1,4,5,4,4,4,5,3,2,2,4,4,3,5,1,2,1,2,1,3,4,3,4,5,,5,,4,4,,5,,,,,4,3,,2,3,,7,5,2,4,2,4,3,3,4,4,4,3,4,3,4,2,2,3,4,3,4,3,3,2,3,4,5,4,3,3,4,3,,,,,,4,1.00,1.00,0,32,2
R_80zoDNMnzdKbT13,1,30,Wharton,1,700,1,1,6,University of Pennsylvania (Wharton),Harvard Business School,London Business School,Indian School of Business,4,1,5,1,2,2,0,4,0,0,1,0,2,3,0,2,2,1,4,5,4,4,4,5,3,2,2,4,4,3,5,1,2,1,2,1,3,4,3,4,5,,5,,4,4,,5,,,,,4,3,,2,3,,5,2,4,4,3,4,5,4,4,4,4,4,3,4,3,4,4,4,3,4,3,4,4,4,3,3,4,4,3,3,4,3,,,,,,2,1.00,0.00,0,32,2
R_821VmU1ZIXAkUYt,1,30,Chicago – Booth School of Business,1,400,1,1,1,National University of Singapore,Samuel Curtis Johnson Graduate School of Management,McDonough School of Business,Nanyang Business School,3,2,4,4,4,4,2,4,0,3,4,2,4,5,4,0,3,2,4,5,5,5,5,5,5,4,4,5,5,4,5,1,4,5,1,2,2,5,3,5,5,3,5,5,4,5,4,4,,4,5,4,4,5,4,,4,3,4,5,4,4,4,5,4,3,4,4,4,4,4,3,2,4,3,4,4,5,5,4,4,5,5,5,4,3,4,5,3,2,1,2,,1,,4,1.00,1.00,0,34,4
R_821VmU1ZIXAkUYt,1,30,Chicago – Booth School of Business,1,400,1,1,1,National University of Singapore,Samuel Curtis Johnson Graduate School of Management,McDonough School of Business,Nanyang Business School,3,2,4,4,4,4,2,4,0,3,4,2,4,5,4,0,3,2,4,5,5,5,5,5,5,4,4,5,5,4,5,1,4,5,1,2,2,5,3,5,5,3,5,5,4,5,4,4,,4,5,4,4,5,4,,4,3,6,3,3,3,3,3,3,3,1,3,3,3,4,4,2,3,3,3,3,3,3,4,3,4,4,4,3,3,3,3,3,2,1,2,,1,,2,1.00,0.00,0,34,4
R_82JHbWxc345s3eB,2,30,INSEAD,1,750,1,2,2,INSEAD,ISB,"Said Business School, Oxford",IIM Ahamadabad,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,5,5,5,5,3,2,1,2,5,5,4,5,1,1,4,1,1,5,4,3,3,4,4,5,5,4,5,5,4,4,4,4,4,3,4,4,3,4,5,4,5,5,5,5,5,5,4,4,5,5,5,4,3,3,5,5,5,5,5,5,5,3,5,5,5,5,3,5,3,3,2,1,3,,2,,5,1.00,1.00,0,42,7
R_82JHbWxc345s3eB,2,30,INSEAD,1,750,1,2,2,INSEAD,ISB,"Said Business School, Oxford",IIM Ahamadabad,2,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,5,5,5,5,3,2,1,2,5,5,4,5,1,1,4,1,1,5,4,3,3,4,4,5,5,4,5,5,4,4,4,4,4,3,4,4,3,4,5,3,5,4,4,4,4,5,4,3,4,4,4,4,3,3,4,3,4,3,4,4,4,3,4,4,4,4,3,4,3,3,2,1,3,,2,,2,1.00,0.00,0,42,7
R_86C4axZxvfF03SR,1,30,MIT – Sloan School of Management,1,550,1,1,2,Purdue: Krannert School of Management,Melbourne Business School,Texas A&M Business School,Tepper School of Business,2,3,2,3,4,4,3,1,1,2,5,4,3,4,4,2,3,2,3,5,4,3,4,5,4,1,1,4,3,2,4,1,1,2,1,1,5,3,3,4,5,4,4,4,4,4,3,,,3,5,4,3,4,4,3,2,3,4,4,4,4,4,4,5,4,5,3,4,3,4,3,3,4,4,3,4,4,4,4,4,4,4,3,4,3,3,3,3,1,1,3,,3,,3,1.00,0.00,0,33,3
R_86C4axZxvfF03SR,1,30,MIT – Sloan School of Management,1,550,1,1,2,Purdue: Krannert School of Management,Melbourne Business School,Texas A&M Business School,Tepper School of Business,2,3,2,3,4,4,3,1,1,2,5,4,3,4,4,2,3,2,3,5,4,3,4,5,4,1,1,4,3,2,4,1,1,2,1,1,5,3,3,4,5,4,4,4,4,4,3,,,3,5,4,3,4,4,3,2,3,3,4,4,4,4,4,4,4,4,3,4,3,4,3,3,4,3,3,4,4,4,4,4,3,4,3,2,3,3,3,3,1,1,3,,3,,2,1.00,0.00,0,33,3
R_86T4OBnOhyWVUTX,1,30,MIT – Sloan School of Management,1,550,1,1,2,MIT Sloan,Ross School of Business,"Duke, Fuqua school of business",Tepper school of business,4,4,4,2,3,3,2,4,3,3,5,3,3,3,3,4,2,4,4,4,5,5,3,2,5,3,4,5,3,1,4,1,3,1,1,1,3,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,5,1,4,3,4,3,5,5,3,2,4,1,4,4,4,5,4,4,3,4,3,3,4,5,4,5,1,5,4,4,1,2,,,,2,3,1.00,0.00,0,33,3
R_86T4OBnOhyWVUTX,1,30,MIT – Sloan School of Management,1,550,1,1,2,MIT Sloan,Ross School of Business,"Duke, Fuqua school of business",Tepper school of business,4,4,4,2,3,3,2,4,3,3,5,3,3,3,3,4,2,4,4,4,5,5,3,2,5,3,4,5,3,1,4,1,3,1,1,1,3,2,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,3,4,3,5,2,5,3,5,3,1,3,3,3,4,4,5,3,5,4,2,3,5,5,3,1,4,2,3,1,2,,,,2,2,1.00,0.00,0,33,3
R_87ilyU2Hc4vkL9b,1,30,Columbia Business School,1,600,1,1,5,harvard,stanford,columbia,wharton,4,4,4,4,5,4,3,4,4,3,4,4,4,4,4,3,3,3,5,4,5,5,4,5,3,3,2,5,4,3,5,1,1,2,1,1,4,5,3,3,5,5,,5,5,5,4,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,2,,,4,,4,1.00,1.00,0,31,2
R_87ilyU2Hc4vkL9b,1,30,Columbia Business School,1,600,1,1,5,harvard,stanford,columbia,wharton,4,4,4,4,5,4,3,4,4,3,4,4,4,4,4,3,3,3,5,4,5,5,4,5,3,3,2,5,4,3,5,1,1,2,1,1,4,5,3,3,5,5,,5,5,5,4,5,5,4,5,5,5,5,5,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,2,,,4,,4,1.00,1.00,0,31,2
R_88lz47WaCHEVhSl,3,30,Mendoza College of Business,1,700,1,3,,Stanford,Stanford,Harvard,Chigaco Booth,3,2,2,3,3,3,4,3,3,2,2,2,2,3,2,2,2,3,2,5,5,5,4,2,2,4,3,4,4,3,4,1,5,3,1,2,3,5,4,4,5,3,4,2,4,4,2,4,4,4,4,5,3,4,5,4,4,5,2,4,4,5,5,3,4,3,3,4,3,4,4,4,4,4,3,3,3,4,3,5,3,4,4,4,4,5,4,5,4,1,1,3,,3,,3,1.00,0.00,0,34,4
R_88lz47WaCHEVhSl,3,30,Mendoza College of Business,1,700,1,3,,Stanford,Stanford,Harvard,Chigaco Booth,3,2,2,3,3,3,4,3,3,2,2,2,2,3,2,2,2,3,2,5,5,5,4,2,2,4,3,4,4,3,4,1,5,3,1,2,3,5,4,4,5,3,4,2,4,4,2,4,4,4,4,5,3,4,5,4,4,5,4,4,4,5,5,2,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,4,4,3,1,1,3,,3,,3,1.00,0.00,0,34,4
R_8AkrRNH0kBvhXY9,2,30,Judge,1,600,1,2,2,Lndon Business School,Duke,Judge,INSEAD,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,3,2,2,5,2,4,1,2,2,2,3,3,3,1,5,1,3,4,1,1,3,4,1,1,5,5,5,5,5,,5,5,3,,,5,4,5,4,,5,5,4,5,4,5,3,4,3,3,5,4,4,5,5,3,3,4,4,5,3,5,5,5,3,5,4,5,5,3,3,3,5,3,1,,1,,1,2,1.00,0.00,0,36,4
R_8AkrRNH0kBvhXY9,2,30,Judge,1,600,1,2,2,Lndon Business School,Duke,Judge,INSEAD,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,3,2,2,5,2,4,1,2,2,2,3,3,3,1,5,1,3,4,1,1,3,4,1,1,5,5,5,5,5,,5,5,3,,,5,4,5,4,,5,5,7,2,4,5,3,4,4,3,3,5,4,3,3,3,3,5,5,3,4,4,5,5,3,5,4,4,5,5,4,4,4,3,1,,1,,1,2,1.00,0.00,0,36,4
R_8bRQ02JXpT4rkjj,1,30,London Business School,2,,1,1,3,London Business School,Wharton,Stanford,INSEAD,1,5,4,3,1,4,4,4,1,1,1,1,1,1,1,1,1,1,3,5,4,5,3,3,2,4,2,5,5,2,5,1,1,1,1,1,4,4,4,2,,5,5,5,,5,5,5,,,,,,,,,,,5,3,3,3,3,3,3,3,2,4,4,4,2,4,3,4,4,2,3,3,4,4,3,3,3,3,4,3,3,3,3,1,1,2,,4,,4,1.00,1.00,0,36,5
R_8bRQ02JXpT4rkjj,1,30,London Business School,2,,1,1,3,London Business School,Wharton,Stanford,INSEAD,1,5,4,3,1,4,4,4,1,1,1,1,1,1,1,1,1,1,3,5,4,5,3,3,2,4,2,5,5,2,5,1,1,1,1,1,4,4,4,2,,5,5,5,,5,5,5,,,,,,,,,,,4,5,4,4,3,4,3,3,5,4,4,4,5,4,3,4,4,5,4,5,4,4,3,5,3,4,4,2,3,1,5,1,1,2,,4,,3,1.00,0.00,0,36,5
R_8CDK1TD98OX0sIZ,1,30,HBS,1,700,1,1,2,HBS,Booth,Insead,LBS,4,4,2,4,2,2,2,3,2,2,3,2,2,4,2,2,2,2,4,5,5,5,5,4,5,3,3,4,4,1,5,1,1,1,1,2,4,5,3,5,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,3,,4,1.00,1.00,0,35,4
R_8CDK1TD98OX0sIZ,1,30,HBS,1,700,1,1,2,HBS,Booth,Insead,LBS,4,4,2,4,2,2,2,3,2,2,3,2,2,4,2,2,2,2,4,5,5,5,5,4,5,3,3,4,4,1,5,1,1,1,1,2,4,5,3,5,5,4,4,4,5,4,4,5,4,4,4,4,4,4,4,4,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,3,,2,1.00,0.00,0,35,4
R_8DlPyIcA8FOxBnD,1,30,INSEAD,1,600,1,1,3,INSEAD,"IMD, Switzerland","ISB, India",Carnegie Mellon University: Tepper School of Business.,1,3,1,5,2,3,4,1,1,1,1,3,1,1,1,2,1,2,2,5,5,5,4,2,4,3,2,5,5,2,5,1,4,2,1,1,5,5,5,5,,5,,5,5,5,5,,,,,5,,,,5,,5,4,5,5,5,5,5,5,3,5,5,4,3,4,4,3,5,5,5,4,5,5,5,3,5,4,4,5,3,3,2,3,2,1,3,,2,,5,1.00,1.00,0,39,6
R_8DlPyIcA8FOxBnD,1,30,INSEAD,1,600,1,1,3,INSEAD,"IMD, Switzerland","ISB, India",Carnegie Mellon University: Tepper School of Business.,1,3,1,5,2,3,4,1,1,1,1,3,1,1,1,2,1,2,2,5,5,5,4,2,4,3,2,5,5,2,5,1,4,2,1,1,5,5,5,5,,5,,5,5,5,5,,,,,5,,,,5,,5,5,3,5,5,5,4,3,3,3,4,4,3,3,3,3,4,4,5,4,4,5,5,4,4,4,4,5,3,4,4,3,2,1,3,,2,,3,1.00,0.00,0,39,6
R_8Dom77ubVJEAaeV,1,30,Harvard Business School,1,700,1,1,5,Harvard,Stanford,Insead,Wharton,5,4,4,4,3,3,2,4,2,2,3,3,3,3,2,2,2,2,2,4,4,4,3,4,4,3,4,5,5,2,4,1,2,2,4,3,2,4,4,5,5,5,5,5,5,5,3,5,3,3,4,4,4,4,3,3,3,3,4,4,4,4,4,4,2,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,3,3,3,4,3,1,3,,2,,4,1.00,1.00,0,32,2
R_8Dom77ubVJEAaeV,1,30,Harvard Business School,1,700,1,1,5,Harvard,Stanford,Insead,Wharton,5,4,4,4,3,3,2,4,2,2,3,3,3,3,2,2,2,2,2,4,4,4,3,4,4,3,4,5,5,2,4,1,2,2,4,3,2,4,4,5,5,5,5,5,5,5,3,5,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,,2,,2,1.00,0.00,0,32,2
R_8e4kk6XQ9qyrNC5,1,30,INSEAD,1,650,1,1,3,harvard business school,INSEAD,Wharton,stanford,4,1,4,5,1,1,4,1,4,1,1,2,2,4,3,2,0,1,1,5,5,5,1,1,1,4,4,5,4,1,5,1,4,1,1,1,4,4,4,5,5,,5,5,,,5,,5,,,4,3,5,3,4,,,4,5,5,5,5,4,3,3,5,3,5,4,5,4,2,4,4,5,4,5,5,5,3,4,5,5,5,3,3,1,5,3,1,2,,1,,5,1.00,1.00,1,39,6
R_8e4kk6XQ9qyrNC5,1,30,INSEAD,1,650,1,1,3,harvard business school,INSEAD,Wharton,stanford,4,1,4,5,1,1,4,1,4,1,1,2,2,4,3,2,0,1,1,5,5,5,1,1,1,4,4,5,4,1,5,1,4,1,1,1,4,4,4,5,5,,5,5,,,5,,5,,,4,3,5,3,4,,,8,1,5,5,5,4,5,3,2,5,3,5,2,5,4,5,5,3,4,4,5,5,3,5,5,5,5,3,4,5,4,3,1,2,,1,,4,1.00,1.00,1,39,6
R_8eur1hZxqonxISp,2,30,ISB,1,650,1,2,1,ISB,CEIBS,NSU,Nanyang,3,3,3,3,3,3,3,2,1,1,3,1,3,1,1,0,0,1,5,5,5,5,4,3,5,1,5,5,5,3,5,1,1,3,1,1,1,3,5,5,5,4,5,5,5,5,3,5,,,5,,4,,,,,,4,5,5,5,5,5,4,4,5,4,5,4,3,5,5,5,5,4,3,5,5,5,5,5,5,5,5,4,5,5,5,2,1,4,,1,,3,1.00,0.00,0,39,6
R_8eur1hZxqonxISp,2,30,ISB,1,650,1,2,1,ISB,CEIBS,NSU,Nanyang,3,3,3,3,3,3,3,2,1,1,3,1,3,1,1,0,0,1,5,5,5,5,4,3,5,1,5,5,5,3,5,1,1,3,1,1,1,3,5,5,5,4,5,5,5,5,3,5,,,5,,4,,,,,,5,5,5,5,5,5,4,4,3,4,5,4,3,5,5,5,5,4,3,5,5,5,5,5,5,5,5,4,5,5,5,2,1,4,,1,,3,1.00,0.00,0,39,6
R_8HCZZ1zr3OXBvKt,1,30,HEC,2,,1,1,2,NYU Stern,ESADE,HEC,Tuck,1,1,1,2,1,1,1,1,4,2,1,2,1,1,1,1,1,1,3,5,4,5,3,3,3,4,5,5,5,1,5,1,5,5,3,3,1,4,5,3,,,,4,,,,,5,4,,4,,,,,,,3,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,,2,,3,2,1.00,0.00,0,38,6
R_8HCZZ1zr3OXBvKt,1,30,HEC,2,,1,1,2,NYU Stern,ESADE,HEC,Tuck,1,1,1,2,1,1,1,1,4,2,1,2,1,1,1,1,1,1,3,5,4,5,3,3,3,4,5,5,5,1,5,1,5,5,3,3,1,4,5,3,,,,4,,,,,5,4,,4,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,,2,,3,2,1.00,0.00,0,38,6
R_8HefEGPfAY4KcCh,1,30,Harvard Business School,1,550,1,1,6,Harvard,Insead,Wharton,London Business School,5,4,3,4,3,3,3,3,0,3,3,2,2,4,2,0,3,3,4,2,5,5,5,2,4,3,4,5,3,1,2,1,1,1,1,1,4,5,3,4,5,5,5,5,5,5,5,5,,5,5,3,4,5,4,,2,4,4,4,4,4,4,4,5,3,5,4,4,3,4,3,3,4,5,4,5,4,5,4,4,3,4,4,5,4,5,3,4,3,1,4,,2,,4,1.00,1.00,0,30,1
R_8HefEGPfAY4KcCh,1,30,Harvard Business School,1,550,1,1,6,Harvard,Insead,Wharton,London Business School,5,4,3,4,3,3,3,3,0,3,3,2,2,4,2,0,3,3,4,2,5,5,5,2,4,3,4,5,3,1,2,1,1,1,1,1,4,5,3,4,5,5,5,5,5,5,5,5,,5,5,3,4,5,4,,2,4,3,4,4,4,4,4,5,3,3,4,4,3,3,3,3,4,4,4,5,4,5,4,3,3,4,4,5,3,5,3,4,3,1,4,,2,,3,1.00,0.00,0,30,1
R_8HR2h8wNiFw63v7,3,30,Essex Business School,1,450,1,3,,Harvard,Yale,MIT Sloan,INSEAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,5,5,5,4,1,5,5,4,5,1,5,3,1,4,5,4,5,5,,,,,,,,,,,,,,,,,,,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,1,0.00,0.00,0,36,4
R_8HR2h8wNiFw63v7,3,30,Essex Business School,1,450,1,3,,Harvard,Yale,MIT Sloan,INSEAD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,4,4,5,5,5,4,1,5,5,4,5,1,5,3,1,4,5,4,5,5,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,,,,,,1,0.00,0.00,0,36,4
R_8iCuIlrJQOC38Q5,2,30,Penn State,1,500,1,2,2,London Business School,Harvard,Stanford,Wharton,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,4,5,5,5,4,4,2,1,3,5,4,2,5,1,4,1,1,1,3,4,4,2,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,,5,5,4,4,5,5,4,4,5,5,4,4,4,4,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,1,1,,1,,2,2,1.00,0.00,0,36,4
R_8iCuIlrJQOC38Q5,2,30,Penn State,1,500,1,2,2,London Business School,Harvard,Stanford,Wharton,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,4,5,5,5,4,4,2,1,3,5,4,2,5,1,4,1,1,1,3,4,4,2,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,,5,5,8,5,5,4,5,4,5,4,5,5,4,4,5,5,5,5,5,4,5,5,5,4,4,4,4,4,5,5,4,5,4,1,1,,1,,2,2,1.00,0.00,0,36,4
R_8oE6UbxkzweYxZX,1,30,Wharton,1,650,1,1,6,Wharton,Harvard,Duke,INSEAD,4,3,5,4,4,4,3,4,3,1,4,2,4,4,2,1,2,4,3,4,4,4,5,5,3,5,4,4,4,2,5,1,4,4,1,2,4,4,4,4,5,5,5,5,5,5,3,5,4,,5,4,4,5,4,,4,4,4,4,3,4,3,3,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,4,3,3,3,3,4,3,3,3,4,3,2,,,4,,4,1.00,1.00,0,31,2
R_8oE6UbxkzweYxZX,1,30,Wharton,1,650,1,1,6,Wharton,Harvard,Duke,INSEAD,4,3,5,4,4,4,3,4,3,1,4,2,4,4,2,1,2,4,3,4,4,4,5,5,3,5,4,4,4,2,5,1,4,4,1,2,4,4,4,4,5,5,5,5,5,5,3,5,4,,5,4,4,5,4,,4,4,2,4,3,4,3,3,2,3,2,3,3,3,4,3,3,2,3,2,2,2,3,2,3,3,2,3,2,3,3,3,2,3,2,,,4,,3,1.00,0.00,0,31,2
R_8oF7rWPnNnswtpz,1,30,Stanford,1,700,1,1,4,stanford,harvard,wharton,kellogs,4,4,4,4,4,4,2,5,0,0,4,1,4,4,3,4,2,2,4,4,5,4,4,4,3,4,2,2,5,3,5,1,5,5,1,3,5,5,5,4,5,5,5,5,5,5,5,5,,,5,,5,5,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,,,3,,4,1.00,1.00,0,33,3
R_8oF7rWPnNnswtpz,1,30,Stanford,1,700,1,1,4,stanford,harvard,wharton,kellogs,4,4,4,4,4,4,2,5,0,0,4,1,4,4,3,4,2,2,4,4,5,4,4,4,3,4,2,2,5,3,5,1,5,5,1,3,5,5,5,4,5,5,5,5,5,5,5,5,,,5,,5,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,2,,,3,,4,1.00,1.00,0,33,3
R_8owSeypHSBP87sh,1,30,"Tepper School, Carnegie Mellon",2,,1,1,3,"Indian School of Business, Hyderabad, India","Tepper School of Business, Carnegie Mellon University, USA","INSEAD, Fontainbleu, France","Kellogg's School, Northwestern, USA",1,1,3,3,1,2,1,1,3,1,1,1,2,1,2,1,1,1,5,5,5,5,4,4,3,4,2,3,5,2,5,1,2,4,1,4,2,5,5,5,,,5,3,,4,,,4,,,,4,,3,,,,4,5,4,5,4,4,5,3,5,3,3,2,5,3,3,4,2,4,4,5,4,5,3,3,2,5,5,3,3,2,4,3,2,,,3,,3,1.00,0.00,0,35,4
R_8owSeypHSBP87sh,1,30,"Tepper School, Carnegie Mellon",2,,1,1,3,"Indian School of Business, Hyderabad, India","Tepper School of Business, Carnegie Mellon University, USA","INSEAD, Fontainbleu, France","Kellogg's School, Northwestern, USA",1,1,3,3,1,2,1,1,3,1,1,1,2,1,2,1,1,1,5,5,5,5,4,4,3,4,2,3,5,2,5,1,2,4,1,4,2,5,5,5,,,5,3,,4,,,4,,,,4,,3,,,,5,1,3,3,3,3,3,3,1,4,3,4,4,4,3,3,4,4,3,2,4,4,3,4,2,4,3,2,3,3,2,3,2,,,3,,2,1.00,0.00,0,35,4
R_8qvo3gOaGPrakLj,1,30,INSEAD,1,550,1,1,2,INSEAD,IMD,LBS,HEC,3,3,3,5,1,2,4,2,4,2,1,1,1,1,1,1,2,3,2,5,5,5,4,4,4,1,2,5,4,1,5,1,2,2,1,1,2,5,2,4,5,5,5,5,,5,5,5,5,4,,,,,,,4,4,4,5,5,5,5,5,5,4,4,5,4,4,5,4,3,5,4,5,4,5,5,5,3,5,5,4,5,3,4,3,4,2,1,3,,1,,5,1.00,1.00,0,46,7
R_8qvo3gOaGPrakLj,1,30,INSEAD,1,550,1,1,2,INSEAD,IMD,LBS,HEC,3,3,3,5,1,2,4,2,4,2,1,1,1,1,1,1,2,3,2,5,5,5,4,4,4,1,2,5,4,1,5,1,2,2,1,1,2,5,2,4,5,5,5,5,,5,5,5,5,4,,,,,,,4,4,7,2,5,5,5,5,5,4,2,5,5,5,3,4,3,5,5,5,5,5,5,5,3,5,5,5,5,3,4,3,4,2,1,3,,1,,2,1.00,0.00,0,46,7
R_8uEMKKvgfJ3pHRX,1,30,IE,1,600,1,1,2,Harvard,IE Business School,St Gallen University,SDA Broconni,1,1,1,1,4,1,4,1,4,4,1,1,1,1,1,5,4,4,1,5,1,4,1,1,1,5,5,5,3,1,4,1,5,3,2,1,1,1,2,4,,,,,5,,5,,5,5,,,,,,5,5,5,2,4,5,3,5,2,4,4,4,4,4,4,3,4,3,4,4,4,4,3,4,4,3,3,5,4,3,3,3,3,3,2,,,,,,4,1.00,1.00,0,40,6
R_8uEMKKvgfJ3pHRX,1,30,IE,1,600,1,1,2,Harvard,IE Business School,St Gallen University,SDA Broconni,1,1,1,1,4,1,4,1,4,4,1,1,1,1,1,5,4,4,1,5,1,4,1,1,1,5,5,5,3,1,4,1,5,3,2,1,1,1,2,4,,,,,5,,5,,5,5,,,,,,5,5,5,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,3,3,3,4,5,4,3,4,4,3,3,3,3,3,2,3,2,,,,,,4,1.00,1.00,0,40,6
